170,000	170,188	35,228	56,967
171,000	171,188	34,955	57,149
172,000	172,189	34,500	57,149
173,000	173,190	33,500	55,695
174,000	174,190	33,864	52,877
175,000	175,191	31,773	52,604
176,000	176,191	33,137	51,240
177,000	177,191	33,228	49,513
178,000	178,192	33,228	48,331
179,000	179,192	32,409	47,786
180,000	180,194	32,864	47,058
181,000	181,194	33,046	48,331
182,000	182,194	31,319	48,967
183,000	183,195	31,773	47,967
184,000	184,195	32,864	49,331
185,000	185,196	32,955	49,604
186,000	186,196	30,864	51,604
187,000	187,196	29,955	51,786
188,000	188,198	28,955	51,786
189,000	189,198	29,319	52,240
190,000	190,198	29,591	51,331
191,000	191,199	27,682	52,877
192,000	192,199	25,955	53,877
193,000	193,200	26,137	52,877
194,000	194,200	26,773	52,604
195,000	195,201	27,591	52,240
196,000	196,202	26,682	52,058
197,000	197,202	25,955	51,331
198,000	198,202	26,409	50,786
199,000	199,203	25,773	52,877
200,000	200,203	26,046	53,331
201,000	201,204	25,682	52,240
202,000	202,204	24,137	52,786
