SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Mon Mar 09 10:17:11 CET 2020
Benutzer: Lichtquellen1
Dark-Spektrum vorhanden: Ja
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB4F05832
Integrationszeit (usec): 50000 (USB4F05832)
Spektren Durchschnitt berechnet: 20 (USB4F05832)
Boxcar Glättung: 0 (USB4F05832)
Dunkelstromkorrektur: Nein (USB4F05832)
Puls/Lampe aktiviert: Nein (USB4F05832)
Correct for Detector Non-linearity: Nein (USB4F05832)
Streulichtkorrektur: Nein (USB4F05832)
Anzahl Pixel in verarbeitetem Spektrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
177,54	1235,64
177,75	1235,64
177,97	1235,64
178,19	1229,50
178,41	1224,69
178,63	1309,47
178,85	1265,95
179,07	1275,47
179,29	1297,08
179,51	1272,20
179,73	1300,97
179,95	1272,40
180,17	1298,21
180,39	1287,66
180,61	1279,47
180,83	1316,64
181,05	1274,96
181,27	1273,53
181,49	1273,02
181,71	1284,08
181,92	1319,20
182,14	1297,08
182,36	1266,87
182,58	1291,14
182,80	1269,02
183,02	1312,65
183,24	1307,53
183,46	1302,71
183,68	1265,64
183,90	1290,73
184,12	1270,66
184,34	1306,91
184,56	1283,56
184,78	1259,30
185,00	1284,28
185,21	1315,21
185,43	1274,55
185,65	1265,44
185,87	1281,21
186,09	1334,76
186,31	1269,54
186,53	1283,26
186,75	1286,74
186,97	1315,31
187,19	1308,55
187,41	1264,52
187,63	1314,08
187,84	1262,98
188,06	1301,38
188,28	1274,55
188,50	1295,34
188,72	1312,03
188,94	1324,01
189,16	1271,58
189,38	1290,53
189,60	1287,56
189,82	1298,62
190,03	1281,11
190,25	1286,74
190,47	1295,44
190,69	1296,67
190,91	1261,04
191,13	1298,51
191,35	1325,85
191,57	1277,42
191,79	1302,10
192,01	1293,29
192,22	1292,88
192,44	1302,41
192,66	1302,82
192,88	1298,92
193,10	1291,96
193,32	1286,74
193,54	1305,68
193,76	1314,90
193,98	1287,35
194,19	1301,69
194,41	1287,05
194,63	1281,41
194,85	1286,74
195,07	1316,84
195,29	1268,92
195,51	1307,01
195,73	1272,10
195,94	1281,31
196,16	1284,69
196,38	1330,46
196,60	1279,47
196,82	1281,52
197,04	1296,26
197,26	1298,72
197,48	1292,47
197,69	1297,39
197,91	1279,57
198,13	1300,56
198,35	1292,17
198,57	1295,95
198,79	1316,13
199,01	1301,79
199,22	1281,62
199,44	1302,30
199,66	1278,75
199,88	1298,62
200,10	1299,85
200,32	1308,14
200,54	1290,02
200,75	1314,90
200,97	1278,55
201,19	1315,10
201,41	1312,75
201,63	1302,92
201,85	1270,87
202,06	1308,24
202,28	1272,91
202,50	1302,51
202,72	1262,88
202,94	1276,91
203,16	1295,44
203,38	1290,22
203,59	1278,75
203,81	1309,06
204,03	1274,96
204,25	1297,49
204,47	1318,07
204,69	1310,29
204,90	1294,01
205,12	1288,99
205,34	1289,30
205,56	1287,66
205,78	1273,53
206,00	1341,32
206,21	1301,07
206,43	1291,35
206,65	1281,52
206,87	1272,30
207,09	1303,22
207,30	1293,80
207,52	1305,68
207,74	1308,45
207,96	1277,22
208,18	1287,46
208,40	1276,50
208,61	1294,73
208,83	1289,40
209,05	1272,40
209,27	1261,65
209,49	1310,39
209,70	1310,90
209,92	1303,84
210,14	1269,64
210,36	1289,30
210,58	1296,06
210,79	1299,13
211,01	1268,82
211,23	1304,56
211,45	1293,09
211,67	1304,76
211,88	1277,01
212,10	1296,67
212,32	1286,02
212,54	1294,42
212,76	1289,50
212,97	1290,32
213,19	1273,53
213,41	1317,05
213,63	1280,08
213,85	1276,19
214,06	1276,50
214,28	1311,31
214,50	1287,46
214,72	1306,81
214,94	1301,38
215,15	1287,15
215,37	1286,84
215,59	1293,70
215,81	1307,83
216,02	1290,43
216,24	1313,06
216,46	1275,58
216,68	1315,82
216,90	1287,25
217,11	1312,13
217,33	1285,92
217,55	1326,26
217,77	1295,95
217,98	1313,46
218,20	1312,75
218,42	1309,37
218,64	1299,13
218,85	1319,71
219,07	1293,91
219,29	1301,38
219,51	1296,47
219,73	1285,20
219,94	1291,55
220,16	1305,89
220,38	1301,18
220,60	1290,22
220,81	1255,92
221,03	1254,28
221,25	1299,13
221,47	1262,16
221,68	1303,22
221,90	1295,55
222,12	1288,68
222,34	1296,36
222,55	1313,67
222,77	1316,43
222,99	1290,83
223,21	1286,64
223,42	1303,02
223,64	1296,26
223,86	1282,34
224,08	1275,27
224,29	1320,94
224,51	1275,68
224,73	1289,20
224,94	1291,14
225,16	1283,56
225,38	1274,76
225,60	1300,36
225,81	1291,35
226,03	1293,19
226,25	1264,31
226,47	1300,36
226,68	1294,11
226,90	1289,91
227,12	1295,03
227,33	1296,36
227,55	1277,63
227,77	1291,14
227,99	1322,58
228,20	1289,61
228,42	1281,31
228,64	1291,24
228,86	1304,76
229,07	1303,02
229,29	1273,43
229,51	1271,99
229,72	1323,50
229,94	1306,40
230,16	1305,07
230,38	1275,99
230,59	1276,40
230,81	1318,89
231,03	1287,76
231,24	1306,40
231,46	1283,56
231,68	1287,15
231,89	1284,08
232,11	1286,94
232,33	1308,24
232,55	1291,86
232,76	1316,64
232,98	1293,29
233,20	1278,44
233,41	1298,92
233,63	1297,08
233,85	1297,18
234,06	1297,59
234,28	1303,84
234,50	1268,82
234,71	1301,48
234,93	1326,37
235,15	1290,94
235,37	1265,44
235,58	1290,83
235,80	1286,02
236,02	1271,99
236,23	1305,48
236,45	1272,51
236,67	1304,66
236,88	1277,73
237,10	1296,57
237,32	1307,73
237,53	1309,98
237,75	1300,36
237,97	1265,03
238,18	1298,41
238,40	1298,82
238,62	1276,09
238,83	1291,35
239,05	1290,43
239,27	1283,56
239,48	1266,77
239,70	1285,82
239,92	1308,96
240,13	1312,03
240,35	1288,38
240,57	1304,45
240,78	1307,94
241,00	1273,94
241,22	1306,60
241,43	1317,36
241,65	1292,78
241,87	1320,22
242,08	1332,51
242,30	1288,07
242,52	1303,63
242,73	1301,59
242,95	1270,66
243,16	1279,78
243,38	1336,91
243,60	1289,61
243,81	1289,61
244,03	1297,29
244,25	1285,92
244,46	1285,82
244,68	1288,27
244,90	1285,00
245,11	1283,36
245,33	1290,02
245,55	1304,56
245,76	1286,12
245,98	1282,13
246,19	1309,16
246,41	1313,36
246,63	1304,04
246,84	1306,40
247,06	1281,52
247,28	1287,66
247,49	1289,09
247,71	1276,70
247,92	1291,86
248,14	1316,23
248,36	1308,45
248,57	1317,97
248,79	1313,16
249,01	1293,70
249,22	1296,16
249,44	1303,53
249,65	1297,90
249,87	1308,96
250,09	1309,27
250,30	1294,83
250,52	1289,81
250,73	1308,96
250,95	1277,83
251,17	1304,15
251,38	1281,00
251,60	1289,20
251,81	1303,43
252,03	1340,91
252,25	1272,81
252,46	1277,32
252,68	1303,63
252,89	1321,04
253,11	1287,46
253,33	1314,49
253,54	1277,73
253,76	1298,82
253,97	1289,71
254,19	1299,33
254,41	1270,87
254,62	1322,58
254,84	1315,31
255,05	1296,16
255,27	1308,86
255,49	1322,27
255,70	1292,17
255,92	1290,32
256,13	1288,79
256,35	1302,71
256,56	1301,48
256,78	1308,65
257,00	1315,41
