SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Mon Mar 09 09:51:23 CET 2020
Benutzer: Lichtquellen1
Dark-Spektrum vorhanden: Ja
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB4F05832
Integrationszeit (usec): 200000 (USB4F05832)
Spektren Durchschnitt berechnet: 5 (USB4F05832)
Boxcar Glättung: 0 (USB4F05832)
Dunkelstromkorrektur: Nein (USB4F05832)
Puls/Lampe aktiviert: Nein (USB4F05832)
Correct for Detector Non-linearity: Nein (USB4F05832)
Streulichtkorrektur: Nein (USB4F05832)
Anzahl Pixel in verarbeitetem Spektrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
177,54	-25,80
177,75	-25,80
177,97	-25,80
178,19	-56,52
178,41	-41,37
178,63	-55,70
178,85	-12,29
179,07	-0,82
179,29	-61,85
179,51	-3,69
179,73	-75,77
179,95	49,97
180,17	-61,44
180,39	-62,67
180,61	-61,44
180,83	-38,09
181,05	-29,90
181,27	-36,04
181,49	-54,07
181,71	-23,35
181,92	-30,72
182,14	-8,19
182,36	-44,65
182,58	-27,85
182,80	11,88
183,02	39,32
183,24	0,41
183,46	-48,33
183,68	-1,23
183,90	-27,85
184,12	0,41
184,34	32,36
184,56	-23,76
184,78	42,19
185,00	7,37
185,21	-42,60
185,43	-20,89
185,65	-15,97
185,87	9,83
186,09	0,82
186,31	8,60
186,53	-38,91
186,75	-19,66
186,97	23,76
187,19	-57,34
187,41	-13,11
187,63	-19,66
187,84	-38,50
188,06	-32,36
188,28	-9,83
188,50	-2,46
188,72	-43,01
188,94	-25,80
189,16	-1,64
189,38	-21,30
189,60	26,21
189,82	-13,52
190,03	-28,67
190,25	-22,94
190,47	-62,26
190,69	39,73
190,91	-38,09
191,13	2,87
191,35	-27,44
191,57	-14,34
191,79	6,55
192,01	-2,46
192,22	-28,67
192,44	23,76
192,66	-22,12
192,88	-25,39
193,10	-76,18
193,32	-31,54
193,54	3,69
193,76	-5,73
193,98	-9,01
194,19	43,83
194,41	-20,89
194,63	-29,90
194,85	-18,02
195,07	-13,52
195,29	-3,69
195,51	-53,25
195,73	-68,81
195,94	-27,85
196,16	-35,23
196,38	-3,28
196,60	-7,78
196,82	-0,41
197,04	-57,75
197,26	-72,09
197,48	-18,43
197,69	-31,95
197,91	16,79
198,13	8,60
198,35	-42,19
198,57	24,99
198,79	-9,01
199,01	-34,82
199,22	35,63
199,44	2,46
199,66	-2,05
199,88	-42,19
200,10	-60,21
200,32	4,51
200,54	-4,51
200,75	-46,69
200,97	-11,06
201,19	-12,29
201,41	-52,43
201,63	-6,96
201,85	-27,85
202,06	-4,92
202,28	-23,76
202,50	16,38
202,72	3,28
202,94	-21,30
203,16	11,47
203,38	9,42
203,59	15,56
203,81	-44,24
204,03	-13,52
204,25	5,73
204,47	4,10
204,69	-23,35
204,90	-2,87
205,12	1,23
205,34	-1,64
205,56	-26,62
205,78	-22,53
206,00	-35,23
206,21	18,02
206,43	-30,72
206,65	-14,34
206,87	-11,88
207,09	-7,37
207,30	-12,29
207,52	-56,93
207,74	-15,56
207,96	-47,10
208,18	-0,82
208,40	-48,74
208,61	-0,82
208,83	-24,99
209,05	-55,30
209,27	21,30
209,49	-8,19
209,70	-3,69
209,92	-50,79
210,14	-34,00
210,36	15,97
210,58	2,05
210,79	-41,78
211,01	13,11
211,23	-34,00
211,45	9,01
211,67	11,06
211,88	-11,88
212,10	-25,80
212,32	-36,04
212,54	-2,87
212,76	9,42
212,97	-46,28
213,19	-15,15
213,41	-21,30
213,63	-10,65
213,85	-43,42
214,06	-3,69
214,28	-0,82
214,50	-0,82
214,72	2,46
214,94	-8,19
215,15	-8,60
215,37	20,89
215,59	-5,32
215,81	-41,78
216,02	-64,31
216,24	-13,93
216,46	27,85
216,68	-16,38
216,90	-3,69
217,11	-41,37
217,33	-9,01
217,55	-36,45
217,77	-10,65
217,98	-4,10
218,20	-14,34
218,42	-83,56
218,64	-9,42
218,85	-11,47
219,07	-27,85
219,29	-24,99
219,51	5,73
219,73	15,97
219,94	-32,77
220,16	18,02
220,38	1,64
220,60	10,65
220,81	-2,05
221,03	-24,17
221,25	11,88
221,47	37,68
221,68	2,05
221,90	43,01
222,12	34,00
222,34	-37,27
222,55	-21,71
222,77	11,88
222,99	35,63
223,21	-9,42
223,42	28,67
223,64	13,52
223,86	-49,15
224,08	-25,39
224,29	-28,67
224,51	-18,02
224,73	-26,21
224,94	36,86
225,16	-18,43
225,38	5,32
225,60	-45,06
225,81	19,25
226,03	-28,67
226,25	-35,23
226,47	0,82
226,68	-22,94
226,90	-19,25
227,12	-9,42
227,33	-8,19
227,55	-4,10
227,77	-14,75
227,99	-4,10
228,20	-24,58
228,42	-27,03
228,64	-44,65
228,86	-9,01
229,07	25,39
229,29	34,00
229,51	1,23
229,72	-10,24
229,94	9,42
230,16	4,10
230,38	23,35
230,59	-14,75
230,81	-13,52
231,03	17,61
231,24	-2,46
231,46	24,17
231,68	-34,82
231,89	7,37
232,11	6,96
232,33	-17,20
232,55	-21,30
232,76	3,69
232,98	25,80
233,20	-32,36
233,41	16,79
233,63	-12,29
233,85	-6,55
234,06	0,00
234,28	-45,87
234,50	10,65
234,71	-17,61
234,93	-5,73
235,15	-16,79
235,37	57,34
235,58	-11,06
235,80	-12,29
236,02	8,19
236,23	6,96
236,45	-8,60
236,67	-14,34
236,88	2,05
237,10	-7,37
237,32	27,85
237,53	-28,67
237,75	-22,12
237,97	-21,30
238,18	-5,32
238,40	-13,11
238,62	-10,24
238,83	-4,10
239,05	-28,67
239,27	-21,71
239,48	1,23
239,70	-24,58
239,92	-22,94
240,13	18,84
240,35	-28,26
240,57	-16,38
240,78	-11,47
241,00	-59,39
241,22	19,66
241,43	-59,39
241,65	-27,85
241,87	-23,76
242,08	-42,60
242,30	9,83
242,52	-7,37
242,73	-17,20
242,95	9,83
243,16	-2,05
243,38	14,75
243,60	-53,25
243,81	20,48
244,03	11,06
244,25	-38,09
244,46	18,43
244,68	3,28
244,90	-39,73
245,11	13,11
245,33	67,17
245,55	-32,77
245,76	15,56
245,98	5,73
246,19	2,87
246,41	-19,25
246,63	35,23
246,84	-57,34
247,06	-6,14
247,28	18,02
247,49	-9,83
247,71	27,03
247,92	-23,35
248,14	-16,38
248,36	26,62
248,57	23,76
248,79	4,10
249,01	-58,98
249,22	49,15
249,44	11,88
249,65	-24,99
249,87	23,35
250,09	2,46
250,30	10,65
